gene	cabbage1	cabbage2	kale1	kale2	kale3	TO10001	TO10002	TO10003
Bo6g047990	Bo6g047990	8	26	7	10	2	17	19	21
Bo6g048000	Bo6g048000	118	203	218	139	92	198	289	279
Bo6g048010	Bo6g048010	0	0	7	1	11	2	9	6
Bo6g048020	Bo6g048020	0	0	0	0	5	1	14	13
Bo6g048030	Bo6g048030	0	0	0	0	0	2	0	3
Bo6g048040	Bo6g048040	20	87	64	34	26	40	75	39
Bo6g048050	Bo6g048050	3	15	23	13	23	32	25	16
Bo6g048060	Bo6g048060	21	41	97	95	80	148	83	84
Bo6g048070	Bo6g048070	0	0	2	5	4	1	0	0
Bo6g048080	Bo6g048080	0	1	8	3	5	4	6	11
Bo6g048110	Bo6g048110	0	0	1	1	0	0	2	0
Bo6g048120	Bo6g048120	0	0	1	1	5	7	25	19
Bo6g048130	Bo6g048130	0	0	1	2	8	1	5	3
Bo6g048140	Bo6g048140	0	0	0	2	0	7	1	2
Bo6g048160	Bo6g048160	0	0	0	0	2	0	0	0
Bo6g048180	Bo6g048180	0	0	15	4	11	13	40	35
Bo6g048190	Bo6g048190	0	2	0	0	0	0	0	0
Bo6g048200	Bo6g048200	0	0	0	0	1	1	0	1
Bo6g048210	Bo6g048210	0	0	1	0	1	0	0	0
Bo6g048220	Bo6g048220	0	0	16	6	6	5	11	3
Bo6g048240	Bo6g048240	35	121	1	1	0	114	87	79
Bo6g048250	Bo6g048250	6	22	2	4	4	22	20	19
Bo6g049280	Bo6g049280	12	31	12	6	4	54	51	41
Bo6g049290	Bo6g049290	283	643	639	427	335	869	752	743
Bo6g049300	Bo6g049300	0	0	0	4	6	7	33	31
Bo6g049310	Bo6g049310	0	0	0	0	0	0	1	3
Bo6g049320	Bo6g049320	1	0	1	0	0	0	2	4
Bo6g049330	Bo6g049330	0	0	0	1	0	6	9	2
Bo6g049340	Bo6g049340	0	0	0	0	0	2	0	0
Bo6g049350	Bo6g049350	1	10	4	2	8	1	5	2
Bo6g049360	Bo6g049360	43	163	266	182	94	79	147	107
Bo6g049370	Bo6g049370	11	26	34	14	21	12	22	12
Bo6g049390	Bo6g049390	69	222	371	277	206	290	298	300
Bo6g049400	Bo6g049400	0	0	0	0	2	3	5	5
Bo6g049430	Bo6g049430	36	86	157	112	124	266	205	228
Bo6g049440	Bo6g049440	0	0	1	0	0	0	1	0
Bo6g049450	Bo6g049450	0	0	0	0	1	1	0	0
Bo6g049460	Bo6g049460	53	109	216	109	78	133	230	185
Bo6g049470	Bo6g049470	0	0	0	0	0	2	15	11
Bo6g049480	Bo6g049480	0	0	0	0	0	2	5	8
Bo6g049490	Bo6g049490	219	668	335	419	200	833	770	648
Bo6g049500	Bo6g049500	39	94	27	8	12	133	137	112
Bo6g049520	Bo6g049520	0	0	0	0	0	0	1	1
Bo6g049530	Bo6g049530	221	531	27	10	14	1355	1349	1310
Bo6g049540	Bo6g049540	346	994	402	333	219	659	979	780
Bo6g049550	Bo6g049550	2772	4850	8152	5773	2854	6233	9232	7503
Bo6g049570	Bo6g049570	1	12	1	0	1	21	18	11
Bo6g049580	Bo6g049580	4	2	0	0	1	0	1	1
Bo6g049590	Bo6g049590	0	0	0	0	1	0	1	1
Bo6g049600	Bo6g049600	10	43	32	30	18	14	24	20
Bo6g050600	Bo6g050600	23	45	48	43	26	55	53	36
Bo6g050610	Bo6g050610	237	687	594	416	278	485	575	489
Bo6g050620	Bo6g050620	34	95	54	22	31	60	86	69
Bo6g050630	Bo6g050630	57	130	130	112	76	230	175	154
Bo6g050640	Bo6g050640	0	0	0	0	2	1	3	5
Bo6g050650	Bo6g050650	1	0	2	0	1	0	0	2
Bo6g050690	Bo6g050690	37	109	37	50	39	74	109	97
Bo6g050700	Bo6g050700	51	116	162	143	168	209	353	325
Bo6g050710	Bo6g050710	511	1051	896	671	365	694	937	836
Bo6g050720	Bo6g050720	0	0	39	35	41	13	42	42
Bo6g050730	Bo6g050730	3	7	14	7	3	3	4	4
Bo6g050740	Bo6g050740	13	38	5	1	8	56	46	42
Bo6g050750	Bo6g050750	54	163	36	18	16	204	133	120
Bo6g050760	Bo6g050760	0	0	0	1	2	0	0	1
Bo6g050770	Bo6g050770	0	0	0	0	0	0	2	0
Bo6g050780	Bo6g050780	44	124	53	26	29	71	86	54
Bo6g050790	Bo6g050790	0	0	0	0	0	0	2	1
Bo6g050800	Bo6g050800	0	0	1	1	0	0	1	0
Bo6g050830	Bo6g050830	0	0	3	0	2	10	32	15
Bo6g050840	Bo6g050840	105	259	191	89	68	155	184	190
Bo6g050850	Bo6g050850	0	0	36	8	13	0	1	4
Bo6g050860	Bo6g050860	1	10	4	0	1	5	11	10
Bo6g050870	Bo6g050870	206	391	488	273	241	354	499	444
Bo6g050880	Bo6g050880	0	0	2	1	0	0	0	0
Bo6g050890	Bo6g050890	0	0	0	0	0	0	1	1
Bo6g050910	Bo6g050910	0	0	1	0	2	1	0	0
Bo6g050920	Bo6g050920	0	0	0	0	0	1	1	2
Bo6g050940	Bo6g050940	0	0	0	0	0	2	3	0
Bo6g050950	Bo6g050950	95	230	268	197	143	302	286	328
Bo6g050970	Bo6g050970	17	50	76	41	26	32	25	23
Bo6g050980	Bo6g050980	0	0	0	1	1	4	10	5
Bo6g050990	Bo6g050990	9	33	3	2	8	37	48	39
Bo6g051000	Bo6g051000	10	34	27	16	9	17	7	18
Bo6g051010	Bo6g051010	2	6	0	0	0	27	27	45
Bo6g051020	Bo6g051020	20	31	0	0	3	65	55	31
Bo6g051030	Bo6g051030	459	1204	1296	1062	646	677	1101	917
Bo6g051040	Bo6g051040	1	0	0	4	20	34	46	56
Bo6g051050	Bo6g051050	114	284	294	155	113	165	228	179
Bo6g051060	Bo6g051060	13	33	44	48	28	23	43	22
Bo6g051070	Bo6g051070	41	77	112	97	67	131	229	231
Bo6g051080	Bo6g051080	0	0	1	0	2	1	9	6
Bo6g051090	Bo6g051090	26	77	35	33	21	43	87	64
Bo6g051100	Bo6g051100	104	196	247	182	100	124	176	149
Bo6g051110	Bo6g051110	0	0	0	0	0	5	4	3
Bo6g051120	Bo6g051120	70	229	124	69	37	134	139	99
Bo6g051130	Bo6g051130	0	0	2	0	2	0	2	0
Bo6g051140	Bo6g051140	1	1	22	2	2	0	1	0
Bo6g051160	Bo6g051160	155	244	294	191	127	145	243	212
Bo6g051170	Bo6g051170	23	98	109	82	47	87	108	88
Bo6g051180	Bo6g051180	30	41	29	18	5	42	40	33
Bo6g051200	Bo6g051200	0	0	0	0	1	0	0	3
Bo6g051220	Bo6g051220	0	0	0	0	0	0	2	0
Bo6g051230	Bo6g051230	40	64	64	44	48	104	201	203
Bo6g051240	Bo6g051240	0	0	0	0	2	0	1	2
Bo6g051250	Bo6g051250	8	26	46	58	55	73	104	75
Bo6g051260	Bo6g051260	250	764	853	837	747	1044	952	879
Bo6g051270	Bo6g051270	77	167	307	243	128	198	217	169
Bo6g051280	Bo6g051280	0	0	4	6	2	6	10	6
Bo6g051310	Bo6g051310	1	1	2	4	5	3	12	8
Bo6g051320	Bo6g051320	90	182	274	241	128	299	327	312
Bo6g051330	Bo6g051330	0	0	150	105	58	111	190	153
Bo6g051340	Bo6g051340	889	1450	2840	2060	1390	1766	1593	1577
Bo6g051350	Bo6g051350	1114	2268	806	838	486	3419	3240	3061
Bo6g051360	Bo6g051360	39	103	119	72	41	86	96	70
Bo6g051370	Bo6g051370	69	245	105	60	47	181	188	172
Bo6g051380	Bo6g051380	31	82	128	73	52	66	100	97
Bo6g051390	Bo6g051390	1	0	1	0	2	0	1	2
Bo6g051400	Bo6g051400	2642	3919	6495	4955	4505	3856	5136	4707
Bo6g051410	Bo6g051410	124	435	192	144	75	304	330	316
Bo6g051420	Bo6g051420	5	14	2	0	0	5	3	7
Bo6g051430	Bo6g051430	0	0	0	0	1	0	1	0
Bo6g051440	Bo6g051440	6	17	0	0	0	0	1	2
Bo6g051460	Bo6g051460	0	0	0	0	0	0	1	2
Bo6g051480	Bo6g051480	0	8	0	0	0	13	18	5
Bo6g051490	Bo6g051490	10	52	15	18	21	16	20	12
Bo6g051500	Bo6g051500	0	0	10	9	20	3	18	15
Bo6g051510	Bo6g051510	8	38	11	15	6	1	2	2
Bo6g051520	Bo6g051520	7	23	22	8	6	8	3	1
Bo6g051530	Bo6g051530	37	69	76	77	41	102	124	123
Bo6g051540	Bo6g051540	22	61	66	33	27	47	55	33
Bo6g051550	Bo6g051550	28	95	157	79	48	13	66	95
Bo6g052550	Bo6g052550	0	0	0	1	4	1	11	8
Bo6g052560	Bo6g052560	201	389	547	362	267	278	305	312
Bo6g052570	Bo6g052570	6	21	14	13	10	44	57	40
Bo6g052580	Bo6g052580	22	61	58	34	52	90	136	91
Bo6g052590	Bo6g052590	0	0	0	0	0	0	0	3
Bo6g052600	Bo6g052600	264	441	352	405	220	387	346	316
Bo6g052620	Bo6g052620	28	62	69	88	48	56	40	32
Bo6g052630	Bo6g052630	34	43	137	69	33	61	101	80
Bo6g052640	Bo6g052640	8	34	1	0	4	59	81	63
Bo6g053640	Bo6g053640	5	24	6	1	11	9	6	3
Bo6g053650	Bo6g053650	0	0	0	1	18	9	19	28
Bo6g053660	Bo6g053660	28	61	131	79	62	143	198	175
Bo6g053680	Bo6g053680	0	0	131	72	35	0	6	3
Bo6g053690	Bo6g053690	0	0	0	0	0	2	3	1
Bo6g053700	Bo6g053700	196	350	391	328	167	470	674	593
Bo6g054700	Bo6g054700	0	1	0	0	0	0	3	1
Bo6g054720	Bo6g054720	3	2	35	28	20	20	10	11
Bo6g054730	Bo6g054730	37	116	45	40	14	39	59	63
Bo6g054740	Bo6g054740	51	116	179	147	74	120	188	177
Bo6g054750	Bo6g054750	39	85	165	138	120	216	223	195
Bo6g054760	Bo6g054760	0	0	0	0	2	0	0	0
Bo6g054770	Bo6g054770	0	0	0	0	1	0	0	4
Bo6g054790	Bo6g054790	117	279	500	306	177	359	350	321
Bo6g054800	Bo6g054800	0	0	0	0	0	7	21	23
Bo6g054820	Bo6g054820	0	0	1	0	0	0	2	0
Bo6g054830	Bo6g054830	33	74	0	0	0	31	29	27
Bo6g055830	Bo6g055830	0	0	0	0	0	0	10	0
Bo6g055840	Bo6g055840	21	41	30	43	26	88	81	101
Bo6g055850	Bo6g055850	101	277	298	139	131	207	203	200
Bo6g055870	Bo6g055870	287	658	865	817	417	393	617	495
Bo6g055880	Bo6g055880	0	0	3	8	1	1	1	2
Bo6g055890	Bo6g055890	0	0	0	1	0	0	1	0
Bo6g055900	Bo6g055900	0	0	0	1	1	0	0	0
Bo6g055910	Bo6g055910	0	2	0	0	1	0	0	1
Bo6g055940	Bo6g055940	0	0	0	0	1	0	9	3
Bo6g055950	Bo6g055950	0	0	0	0	0	0	3	2
Bo6g055960	Bo6g055960	0	0	0	0	1	0	0	3
Bo6g055970	Bo6g055970	15	46	35	27	13	38	37	33
Bo6g055980	Bo6g055980	0	1	0	0	0	2	3	4
Bo6g055990	Bo6g055990	1	0	0	0	1	1	3	0
Bo6g056000	Bo6g056000	124	357	440	384	289	230	278	274
Bo6g056020	Bo6g056020	0	0	0	0	0	2	7	1
Bo6g056030	Bo6g056030	0	0	0	1	0	2	1	0
Bo6g056050	Bo6g056050	0	1	0	0	0	9	8	6
Bo6g056070	Bo6g056070	0	0	0	0	1	0	4	2
Bo6g056110	Bo6g056110	0	0	0	0	3	2	4	4
Bo6g056120	Bo6g056120	4	15	11	18	13	41	30	29
Bo6g056130	Bo6g056130	148	404	249	125	98	138	180	125
Bo6g056140	Bo6g056140	193	316	390	223	136	362	532	517
Bo6g056150	Bo6g056150	0	0	1	0	1	2	2	1
Bo6g056160	Bo6g056160	0	0	0	0	3	0	0	0
Bo6g056190	Bo6g056190	192	399	797	424	337	348	448	397
Bo6g056200	Bo6g056200	9	23	6	2	4	49	41	20
Bo6g056210	Bo6g056210	215	481	837	533	422	277	331	399
Bo6g056220	Bo6g056220	31	56	0	0	0	0	1	0
Bo6g056230	Bo6g056230	0	0	0	0	2	1	0	1
Bo6g056250	Bo6g056250	0	0	3	0	5	3	8	5
Bo6g056260	Bo6g056260	40	163	97	86	33	95	89	75
Bo6g056270	Bo6g056270	10	18	8	20	14	3	5	4
Bo6g056280	Bo6g056280	370	794	779	697	490	796	828	892
Bo6g056290	Bo6g056290	26	92	70	66	33	35	40	18
Bo6g056300	Bo6g056300	142	325	353	220	150	255	403	276
Bo6g056310	Bo6g056310	35	82	151	113	126	96	96	90
Bo6g056320	Bo6g056320	50	67	134	200	106	216	209	188
Bo6g056330	Bo6g056330	27	67	121	81	81	124	121	143
Bo6g056340	Bo6g056340	120	209	406	313	230	244	291	248
Bo6g056350	Bo6g056350	217	522	1194	646	577	342	424	394
Bo6g056360	Bo6g056360	1	0	0	1	0	0	7	1
Bo6g056370	Bo6g056370	0	0	0	1	0	3	14	14
Bo6g056390	Bo6g056390	0	1	0	0	0	0	1	3
Bo6g056400	Bo6g056400	0	1	2	1	1	1	1	0
Bo6g056410	Bo6g056410	301	676	556	340	269	830	925	1020
Bo6g056420	Bo6g056420	0	0	0	2	4	3	6	6
Bo6g056440	Bo6g056440	35	138	179	84	60	107	164	146
Bo6g056460	Bo6g056460	0	0	29	18	13	0	0	0
Bo6g056470	Bo6g056470	2	3	0	0	0	1	3	4
Bo6g056480	Bo6g056480	961	2447	2026	1680	1036	1426	1755	1579
Bo6g056490	Bo6g056490	0	0	0	0	1	0	1	0
Bo6g056500	Bo6g056500	2	6	2	2	10	1	6	1
Bo6g056510	Bo6g056510	0	7	5	6	0	11	8	2
Bo6g056520	Bo6g056520	7	19	0	0	0	4	4	0
Bo6g057520	Bo6g057520	0	1	0	2	5	8	7	3
Bo6g057530	Bo6g057530	0	0	3	0	1	5	6	4
Bo6g057540	Bo6g057540	0	0	0	0	4	6	1	1
Bo6g057550	Bo6g057550	1	0	0	0	0	0	0	1
Bo6g057560	Bo6g057560	67	168	174	79	58	176	178	142
Bo6g057580	Bo6g057580	0	0	0	0	1	0	0	1
Bo6g057590	Bo6g057590	0	0	0	0	1	0	4	4
Bo6g057610	Bo6g057610	8	23	27	24	18	45	55	37
Bo6g057620	Bo6g057620	0	1	8	7	3	1	0	0
Bo6g057630	Bo6g057630	12	41	37	71	58	62	71	56
Bo6g057640	Bo6g057640	1	16	15	6	13	20	14	8
Bo6g057650	Bo6g057650	0	0	10	11	8	0	0	1
Bo6g057660	Bo6g057660	0	0	0	0	1	0	3	4
Bo6g057670	Bo6g057670	1321	2876	4013	5086	2368	3672	2964	2428
Bo6g057680	Bo6g057680	40	112	136	135	98	159	157	142
Bo6g057690	Bo6g057690	20	52	15	6	10	80	81	66
Bo6g058690	Bo6g058690	15	50	32	39	22	80	81	75
Bo6g058700	Bo6g058700	0	0	0	0	0	1	1	1
Bo6g058710	Bo6g058710	128	238	540	414	367	532	599	582
Bo6g058720	Bo6g058720	202	386	367	215	152	291	363	324
Bo6g058740	Bo6g058740	41	74	74	54	49	46	82	63
Bo6g058750	Bo6g058750	2	20	12	6	14	15	22	15
Bo6g058760	Bo6g058760	0	0	1	0	0	1	4	2
Bo6g058810	Bo6g058810	22	61	1	2	1	8	8	9
Bo6g058820	Bo6g058820	0	0	2	1	14	2	4	3
Bo6g058840	Bo6g058840	1	1	7	8	15	0	1	3
Bo6g058850	Bo6g058850	0	0	18	5	6	0	0	0
Bo6g058870	Bo6g058870	151	313	260	180	93	303	322	313
Bo6g058880	Bo6g058880	0	0	1	0	3	1	0	0
Bo6g058890	Bo6g058890	0	0	2	1	4	1	10	8
Bo6g059890	Bo6g059890	7	13	24	24	16	10	15	17
Bo6g059900	Bo6g059900	2	16	24	11	8	9	8	12
Bo6g059910	Bo6g059910	260	427	561	403	240	651	775	705
Bo6g059920	Bo6g059920	178	356	543	340	187	142	163	161
Bo6g059930	Bo6g059930	23085	29999	58881	101257	72135	23869	26791	26546
Bo6g059950	Bo6g059950	379	939	876	709	427	777	1002	894
Bo6g060950	Bo6g060950	0	0	0	0	1	3	2	6
Bo6g060960	Bo6g060960	0	0	0	2	1	1	1	1
Bo6g060970	Bo6g060970	0	0	0	2	0	0	0	0
Bo6g060980	Bo6g060980	0	2	4	7	7	8	5	2
Bo6g060990	Bo6g060990	12	45	32	60	41	66	67	66
Bo6g061000	Bo6g061000	0	0	0	0	1	0	3	4
Bo6g061010	Bo6g061010	1	0	4	0	7	14	17	14
Bo6g061020	Bo6g061020	38	140	197	183	88	207	225	173
Bo6g061030	Bo6g061030	23	50	23	29	23	39	105	90
Bo6g061040	Bo6g061040	11	57	36	35	28	87	55	68
Bo6g061050	Bo6g061050	573	1139	1854	1064	852	805	1113	996
Bo6g061060	Bo6g061060	21	23	17	18	10	58	46	45
Bo6g061070	Bo6g061070	0	1	8	5	5	2	1	0
Bo6g061080	Bo6g061080	0	0	0	1	0	0	1	0
Bo6g062080	Bo6g062080	27	68	29	20	22	4	20	16
Bo6g062090	Bo6g062090	2	12	12	12	6	35	17	26
Bo6g062100	Bo6g062100	12	37	13	13	12	10	4	1
Bo6g062110	Bo6g062110	7	26	15	7	12	14	20	27
Bo6g062130	Bo6g062130	12	17	5	10	7	1	10	5
Bo6g062140	Bo6g062140	4	9	16	10	9	13	20	13
Bo6g062160	Bo6g062160	1	1	3	0	4	3	12	5
Bo6g062170	Bo6g062170	0	0	0	0	0	0	0	2
Bo6g062180	Bo6g062180	0	1	0	0	1	2	1	1
Bo6g062190	Bo6g062190	101	218	239	147	96	223	253	210
Bo6g062200	Bo6g062200	52	87	207	147	115	238	199	194
Bo6g063200	Bo6g063200	24	37	54	50	50	77	68	49
Bo6g063210	Bo6g063210	37	88	93	75	62	111	132	114
Bo6g064210	Bo6g064210	0	1	0	0	0	9	9	7
Bo6g064220	Bo6g064220	276	718	6	4	8	592	565	533
Bo6g064230	Bo6g064230	0	0	0	0	1	2	6	3
Bo6g064240	Bo6g064240	0	0	1	0	2	2	2	0
Bo6g064250	Bo6g064250	31	62	31	19	10	60	50	32
Bo6g064260	Bo6g064260	0	0	0	1	12	3	8	2
Bo6g064270	Bo6g064270	0	0	0	1	4	1	8	2
Bo6g064280	Bo6g064280	583	1129	1211	917	600	1093	1559	1217
Bo6g064290	Bo6g064290	209	554	1113	816	720	807	1472	1167
Bo6g064300	Bo6g064300	31	59	48	27	27	33	38	10
Bo6g064310	Bo6g064310	3	3	7	5	10	5	15	6
Bo6g064320	Bo6g064320	83	223	252	204	114	289	211	204
Bo6g064330	Bo6g064330	102	170	187	125	71	189	252	238
Bo6g064340	Bo6g064340	0	0	0	0	1	0	0	1
Bo6g064350	Bo6g064350	0	0	0	0	0	4	2	1
Bo6g064370	Bo6g064370	16	23	36	31	32	3	6	8
Bo6g064380	Bo6g064380	33	73	8	3	0	108	73	70
Bo6g064390	Bo6g064390	0	1	0	0	1	0	5	3
Bo6g064400	Bo6g064400	0	0	0	0	0	0	0	5
Bo6g064410	Bo6g064410	31	95	56	50	35	87	90	53
Bo6g064420	Bo6g064420	6	12	5	12	3	2	3	4
Bo6g064430	Bo6g064430	49	136	369	228	137	218	204	158
Bo6g064440	Bo6g064440	2	4	4	11	3	18	10	9
Bo6g064450	Bo6g064450	8	18	79	50	47	36	22	27
Bo6g064460	Bo6g064460	4	20	6	7	5	24	17	25
Bo6g064470	Bo6g064470	0	0	0	0	2	0	0	0
Bo6g064480	Bo6g064480	67	124	222	155	139	200	158	112
Bo6g064490	Bo6g064490	0	0	0	0	2	2	2	5
Bo6g064500	Bo6g064500	0	0	0	0	0	0	3	0
Bo6g064510	Bo6g064510	81	212	304	238	172	386	344	350
Bo6g064520	Bo6g064520	57	111	89	80	39	159	150	91
Bo6g064540	Bo6g064540	2	14	0	0	0	2	0	1
Bo6g064550	Bo6g064550	68	147	139	105	74	161	252	203
Bo6g064560	Bo6g064560	1	0	0	0	0	2	1	0
Bo6g064570	Bo6g064570	1	2	0	2	7	5	7	8
Bo6g064580	Bo6g064580	0	0	2	1	1	1	3	3
Bo6g064600	Bo6g064600	138	305	345	227	173	270	250	200
Bo6g064610	Bo6g064610	0	0	0	0	2	1	4	2
Bo6g064640	Bo6g064640	0	0	0	1	3	1	0	0
Bo6g064650	Bo6g064650	12	32	25	31	14	46	41	24
Bo6g064660	Bo6g064660	24	48	84	43	25	81	78	62
Bo6g064670	Bo6g064670	78	144	29	15	5	37	49	42
Bo6g064680	Bo6g064680	26	64	18	26	13	62	78	48
Bo6g064700	Bo6g064700	2	8	6	5	9	4	12	8
Bo6g064710	Bo6g064710	0	0	0	0	0	0	1	3
Bo6g064720	Bo6g064720	41	158	238	231	178	188	190	173
Bo6g064730	Bo6g064730	220	630	310	304	216	297	360	352
Bo6g064740	Bo6g064740	124	311	348	233	119	214	336	305
Bo6g064750	Bo6g064750	1	0	1	4	3	0	4	1
Bo6g064770	Bo6g064770	3	31	121	59	50	42	45	37
Bo6g064780	Bo6g064780	11	29	8	10	4	53	40	41
Bo6g064790	Bo6g064790	0	2	0	0	0	7	5	2
Bo6g064820	Bo6g064820	28	92	253	107	162	138	129	126
Bo6g064830	Bo6g064830	0	4	4	0	3	1	0	0
Bo6g064840	Bo6g064840	0	0	0	0	0	5	7	6
Bo6g064860	Bo6g064860	1	1	0	0	1	0	0	1
Bo6g064870	Bo6g064870	0	0	0	0	3	0	5	5
Bo6g064880	Bo6g064880	4	10	26	6	5	13	12	9
Bo6g064890	Bo6g064890	23	46	67	58	50	32	68	57
Bo6g064900	Bo6g064900	12	16	13	11	11	2	10	8
Bo6g064910	Bo6g064910	120	246	345	186	176	307	396	351
Bo6g064920	Bo6g064920	31	69	39	26	25	68	70	76
Bo6g064930	Bo6g064930	0	0	0	0	2	1	6	2
Bo6g064940	Bo6g064940	27	56	33	28	13	23	28	22
Bo6g064950	Bo6g064950	16	10	22	31	138	125	421	386
Bo6g064960	Bo6g064960	2	22	3	6	2	1	6	2
Bo6g064970	Bo6g064970	18	34	35	29	17	40	38	38
Bo6g064980	Bo6g064980	0	0	0	1	2	0	6	5
Bo6g065000	Bo6g065000	0	0	0	0	1	0	1	1
Bo6g065010	Bo6g065010	3	9	3	1	13	13	8	12
Bo6g065020	Bo6g065020	10	18	18	16	15	1	1	4
Bo6g065030	Bo6g065030	6	20	5	7	2	41	51	54
Bo6g065040	Bo6g065040	271	637	594	425	268	1000	1122	949
Bo6g065050	Bo6g065050	0	0	0	0	0	2	3	7
Bo6g065060	Bo6g065060	0	0	0	0	1	0	2	1
Bo6g065070	Bo6g065070	12	32	67	58	24	17	22	9
Bo6g065080	Bo6g065080	20	60	119	73	44	67	68	58
Bo6g065090	Bo6g065090	1	0	10	12	11	3	9	8
Bo6g065110	Bo6g065110	0	3	0	0	0	2	2	2
Bo6g065120	Bo6g065120	1	0	0	0	1	5	4	3
Bo6g065130	Bo6g065130	0	0	0	0	3	5	7	10
Bo6g065160	Bo6g065160	2	3	0	0	0	0	4	1
Bo6g065170	Bo6g065170	0	1	2	0	4	0	5	2
Bo6g065180	Bo6g065180	0	2	15	5	15	0	7	10
Bo6g065190	Bo6g065190	1	2	2	5	2	0	0	0
Bo6g065200	Bo6g065200	0	0	0	0	0	15	20	15
Bo6g065210	Bo6g065210	13	66	168	117	65	236	262	282
Bo6g065220	Bo6g065220	5	6	13	20	8	4	7	5
Bo6g065230	Bo6g065230	0	1	0	0	0	1	0	0
Bo6g065240	Bo6g065240	328	595	535	522	225	566	698	673
Bo6g065250	Bo6g065250	0	1	0	1	1	2	18	13
Bo6g065260	Bo6g065260	1	0	0	0	7	1	6	1
Bo6g065270	Bo6g065270	30	92	116	117	87	132	174	180
Bo6g065280	Bo6g065280	0	0	0	0	0	1	1	2
Bo6g065290	Bo6g065290	0	0	0	0	0	0	13	7
Bo6g065300	Bo6g065300	0	1	0	1	3	1	9	5
Bo6g066310	Bo6g066310	86	207	176	161	120	142	191	171
Bo6g066320	Bo6g066320	0	1	1	0	4	1	8	8
Bo6g066330	Bo6g066330	0	1	0	0	0	1	2	2
Bo6g066340	Bo6g066340	79	182	101	79	34	155	186	151
Bo6g066350	Bo6g066350	0	0	0	0	1	0	1	0
Bo6g066360	Bo6g066360	1	7	0	0	0	16	14	8
Bo6g066370	Bo6g066370	1	0	0	1	9	4	5	5
Bo6g066380	Bo6g066380	4	9	42	34	12	2	2	3
Bo6g066390	Bo6g066390	0	0	0	0	1	0	0	3
Bo6g066400	Bo6g066400	0	0	0	1	2	1	16	9
Bo6g066420	Bo6g066420	4	10	1	0	0	31	42	42
Bo6g066430	Bo6g066430	0	0	0	0	1	0	3	0
Bo6g066440	Bo6g066440	0	1	2	6	6	3	3	7
Bo6g066450	Bo6g066450	0	0	3	2	1	0	2	3
Bo6g066460	Bo6g066460	112	230	346	210	172	265	252	249
Bo6g066470	Bo6g066470	0	0	3	2	1	1	0	2
Bo6g066480	Bo6g066480	81	114	229	121	134	249	190	211
Bo6g066490	Bo6g066490	11	39	14	9	10	13	12	17
Bo6g066500	Bo6g066500	116	251	275	227	114	262	326	367
Bo6g066510	Bo6g066510	0	0	0	0	0	0	2	1
Bo6g066520	Bo6g066520	10	37	21	19	13	52	51	51
Bo6g066530	Bo6g066530	57	117	125	40	73	101	160	163
Bo6g066540	Bo6g066540	108	221	308	302	153	208	266	270
Bo6g066550	Bo6g066550	43	99	47	66	32	101	95	61
Bo6g066560	Bo6g066560	0	3	0	0	3	0	8	0
Bo6g066570	Bo6g066570	2	4	9	3	8	4	11	18
Bo6g066580	Bo6g066580	98	194	300	184	160	740	816	840
Bo6g066610	Bo6g066610	16	33	79	63	39	46	61	65
Bo6g066620	Bo6g066620	163	453	289	198	105	298	453	445
Bo6g066630	Bo6g066630	36	94	244	188	120	185	155	151
Bo6g066640	Bo6g066640	32	110	177	100	94	68	99	84
Bo6g066650	Bo6g066650	12	40	32	34	25	46	49	54
Bo6g066670	Bo6g066670	14	28	27	18	20	50	77	48
Bo6g066680	Bo6g066680	69	146	202	168	99	163	161	113
Bo6g066690	Bo6g066690	0	0	0	1	0	0	0	2
Bo6g066700	Bo6g066700	67	250	149	57	55	71	82	79
Bo6g066710	Bo6g066710	337	757	900	590	420	838	1066	913
Bo6g066720	Bo6g066720	0	0	0	0	1	3	5	2
Bo6g066730	Bo6g066730	516	845	959	698	428	853	1242	1154
Bo6g066740	Bo6g066740	14	20	21	18	17	52	50	44
Bo6g066750	Bo6g066750	0	0	0	1	0	19	12	14
Bo6g066780	Bo6g066780	0	0	3	1	0	0	1	3
Bo6g066790	Bo6g066790	0	0	0	0	0	4	1	2
Bo6g066810	Bo6g066810	0	0	0	0	0	2	3	1
Bo6g066820	Bo6g066820	0	0	8	3	2	0	1	0
Bo6g066830	Bo6g066830	25	48	31	14	7	50	40	41
Bo6g066840	Bo6g066840	5	9	8	6	3	20	21	16
Bo6g066850	Bo6g066850	0	0	0	1	9	8	7	16
Bo6g066860	Bo6g066860	0	0	0	0	0	0	2	0
Bo6g066870	Bo6g066870	44	151	254	220	178	282	248	284
Bo6g066880	Bo6g066880	10	41	13	19	0	8	21	14
Bo6g066900	Bo6g066900	90	192	146	79	66	71	130	123
Bo6g066910	Bo6g066910	0	0	0	0	2	1	1	1
Bo6g066920	Bo6g066920	139	525	641	491	398	260	389	369
Bo6g066930	Bo6g066930	259	771	800	503	347	655	727	775
Bo6g066940	Bo6g066940	0	1	0	0	1	0	2	2
Bo6g066950	Bo6g066950	0	1	0	0	0	0	2	3
Bo6g066960	Bo6g066960	791	1842	1206	925	662	1332	1708	1617
Bo6g066970	Bo6g066970	24	68	88	96	113	165	196	198
Bo6g066980	Bo6g066980	18	39	35	25	23	49	51	36
Bo6g066990	Bo6g066990	8	38	51	24	12	38	52	40
Bo6g067000	Bo6g067000	16	32	49	36	27	44	59	43
